month	carrier	airport	arr_delay	weather_delay	nas_delay
3	AA	IAH	very_long	very_long	very_long	Delayed
3	AA	OAK	very_long	long	long	Delayed
3	AA	PBI	very_long	very_long	very_long	Delayed
3	AA	TUL	very_long	very_long	very_long	Delayed
3	AS	DEN	very_long	no_delay	medium	Delayed
3	B6	AUS	very_long	no_delay	very_long	Delayed
3	B6	MSY	very_long	no_delay	very_long	Delayed
3	CO	RNO	very_long	long	long	Delayed
3	DL	CAE	very_long	medium	long	Delayed
3	DL	CHS	very_long	short	very_long	Delayed
3	DL	OGG	very_long	no_delay	medium	Delayed
3	EV	ABE	very_long	long	long	Delayed
3	EV	GPT	very_long	medium	very_long	Delayed
3	EV	GSO	very_long	medium	medium	Delayed
3	EV	MEI	very_long	medium	long	Delayed
3	EV	ORF	very_long	no_delay	medium	Delayed
3	EV	RNO	very_long	medium	long	Delayed
3	EV	SAT	very_long	very_long	very_long	Delayed
3	EV	SRQ	very_long	no_delay	no_delay	Delayed
3	EV	SYR	very_long	long	very_long	Delayed
3	FL	HOU	very_long	no_delay	very_long	Delayed
3	FL	MCI	very_long	no_delay	long	Delayed
3	FL	MDW	nan	long	very_long	Delayed
3	FL	PIT	very_long	no_delay	very_long	Delayed
3	HA	LAS	very_long	no_delay	no_delay	Delayed
3	HA	OGG	very_long	no_delay	no_delay	Delayed
3	MQ	BMI	very_long	long	very_long	Delayed
3	MQ	EVV	very_long	medium	very_long	Delayed
3	MQ	HOU	very_long	long	very_long	Delayed
3	MQ	IAD	very_long	long	very_long	Delayed
3	MQ	OKC	very_long	long	very_long	Delayed
3	MQ	SAN	very_long	no_delay	very_long	Delayed
3	MQ	SWF	very_long	long	long	Delayed
3	NW	LSE	very_long	medium	very_long	Delayed
3	NW	SNA	very_long	no_delay	long	Delayed
3	NW	SRQ	very_long	long	very_long	Delayed
3	OH	ABE	very_long	no_delay	long	Delayed
3	OH	DCA	nan	very_long	very_long	Delayed
3	OH	FLL	very_long	long	long	Delayed
3	OH	HSV	very_long	very_long	long	Delayed
3	OH	JFK	nan	very_long	nan	Delayed
3	OH	LAN	very_long	medium	long	Delayed
3	OH	MIA	very_long	medium	long	Delayed
3	OH	MSN	very_long	long	very_long	Delayed
3	OH	MSY	very_long	no_delay	long	Delayed
3	OH	PNS	long	medium	long	OnTime
3	OH	TUL	very_long	no_delay	very_long	Delayed
3	OO	CID	very_long	long	long	Delayed
3	OO	CWA	very_long	long	no_delay	Delayed
3	OO	DEN	nan	very_long	very_long	Delayed
3	OO	EUG	very_long	no_delay	no_delay	Delayed
3	OO	GJT	very_long	no_delay	no_delay	Delayed
3	OO	HDN	very_long	long	no_delay	Delayed
3	OO	IDA	very_long	no_delay	no_delay	Delayed
3	OO	IYK	very_long	no_delay	no_delay	Delayed
3	OO	LAN	very_long	no_delay	no_delay	Delayed
3	OO	STL	very_long	medium	long	Delayed
3	UA	MCI	very_long	long	very_long	Delayed
3	UA	STT	very_long	no_delay	long	Delayed
3	US	BUF	very_long	short	very_long	Delayed
3	US	DCA	nan	very_long	nan	Delayed
3	US	DEN	very_long	very_long	very_long	Delayed
3	US	DFW	nan	long	very_long	Delayed
3	US	SMF	very_long	medium	very_long	Delayed
3	WN	BDL	very_long	long	very_long	Delayed
3	WN	DAL	nan	very_long	very_long	Delayed
3	WN	HOU	nan	very_long	very_long	Delayed
3	WN	MAF	very_long	very_long	very_long	Delayed
3	WN	RNO	very_long	short	very_long	Delayed
3	WN	SAN	nan	very_long	very_long	Delayed
3	XE	ABE	very_long	short	short	Delayed
3	XE	BFL	very_long	very_long	long	Delayed
3	XE	BNA	very_long	very_long	very_long	Delayed
3	XE	CHS	very_long	very_long	very_long	Delayed
3	XE	CRW	very_long	medium	medium	Delayed
3	XE	HSV	very_long	very_long	very_long	Delayed
3	XE	JAX	very_long	very_long	very_long	Delayed
3	XE	MOB	very_long	very_long	long	Delayed
3	XE	OKC	very_long	very_long	very_long	Delayed
3	XE	PIT	very_long	very_long	very_long	Delayed
3	XE	SHV	very_long	medium	very_long	Delayed
3	YV	AVP	very_long	long	no_delay	Delayed
3	YV	CMH	very_long	no_delay	no_delay	Delayed
3	YV	GSO	very_long	long	long	Delayed
3	YV	ILM	very_long	no_delay	long	Delayed
3	YV	IND	very_long	no_delay	medium	Delayed
3	YV	JAX	very_long	no_delay	long	Delayed
3	YV	MBS	very_long	medium	medium	Delayed
3	YV	MFR	very_long	no_delay	medium	Delayed
3	YV	PIT	very_long	very_long	very_long	Delayed
3	YV	RAP	very_long	no_delay	long	Delayed
3	YV	ROC	very_long	very_long	very_long	Delayed
2	9E	ALO	very_long	no_delay	medium	Delayed
2	9E	DCA	very_long	long	very_long	Delayed
2	9E	GPT	very_long	no_delay	long	Delayed
2	9E	GSO	very_long	medium	very_long	Delayed
2	9E	MGM	very_long	medium	long	Delayed
2	9E	RIC	very_long	very_long	very_long	Delayed
2	AA	CMH	very_long	medium	long	Delayed
2	AA	EWR	nan	very_long	very_long	Delayed
2	AA	HSV	very_long	medium	medium	Delayed
2	AA	ICT	very_long	long	medium	Delayed
2	AA	PHL	very_long	very_long	very_long	Delayed
2	AA	RNO	very_long	very_long	very_long	Delayed
2	AQ	HNL	very_long	medium	very_long	Delayed
2	AS	ORD	very_long	no_delay	very_long	Delayed
2	B6	CLT	very_long	very_long	very_long	Delayed
2	CO	EWR	nan	very_long	nan	Delayed
2	CO	MSP	very_long	long	very_long	Delayed
2	CO	PHL	very_long	medium	very_long	Delayed
2	DL	DCA	very_long	very_long	very_long	Delayed
2	DL	ELP	very_long	no_delay	very_long	Delayed
2	DL	HSV	very_long	short	medium	Delayed
2	DL	PBI	very_long	very_long	very_long	Delayed
2	DL	PDX	very_long	long	very_long	Delayed
2	DL	SJU	very_long	very_long	very_long	Delayed
2	DL	TYS	very_long	no_delay	long	Delayed
2	EV	CLT	very_long	medium	long	Delayed
2	EV	DCA	very_long	long	long	Delayed
2	EV	OKC	very_long	long	very_long	Delayed
2	EV	PHL	very_long	very_long	long	Delayed
2	EV	PNS	very_long	medium	very_long	Delayed
2	EV	SBN	very_long	very_long	very_long	Delayed
2	EV	STL	very_long	no_delay	medium	Delayed
2	F9	DCA	very_long	no_delay	very_long	Delayed
2	F9	MCI	very_long	no_delay	very_long	Delayed
2	FL	PHX	very_long	no_delay	long	Delayed
2	HA	LAX	very_long	no_delay	no_delay	Delayed
2	MQ	ABI	very_long	very_long	very_long	Delayed
2	MQ	CVG	very_long	very_long	very_long	Delayed
2	MQ	DAY	very_long	very_long	very_long	Delayed
2	MQ	JAX	very_long	very_long	very_long	Delayed
2	NW	ALB	very_long	no_delay	very_long	Delayed
2	NW	FSD	very_long	medium	very_long	Delayed
2	NW	GPT	very_long	medium	long	Delayed
2	NW	PHL	very_long	very_long	very_long	Delayed
2	NW	RSW	very_long	very_long	very_long	Delayed
2	NW	SJU	very_long	medium	very_long	Delayed
2	NW	STT	long	no_delay	long	OnTime
2	OH	AUS	very_long	long	very_long	Delayed
2	OH	CVG	nan	nan	nan	Delayed
2	OH	HTS	very_long	long	very_long	Delayed
2	OH	RIC	very_long	very_long	very_long	Delayed
2	OH	SYR	very_long	long	very_long	Delayed
2	OO	CYS	no_delay	no_delay	no_delay	OnTime
2	OO	EUG	very_long	medium	long	Delayed
2	OO	FAT	nan	long	medium	Delayed
2	OO	FSD	very_long	very_long	medium	Delayed
2	OO	HOU	very_long	no_delay	no_delay	Delayed
2	OO	ORD	nan	very_long	nan	Delayed
2	OO	RAP	very_long	very_long	long	Delayed
2	OO	XNA	very_long	no_delay	no_delay	Delayed
2	UA	GSO	very_long	long	medium	Delayed
2	UA	IND	very_long	medium	long	Delayed
2	UA	PHL	very_long	very_long	very_long	Delayed
2	US	IND	very_long	very_long	very_long	Delayed
2	US	STL	very_long	no_delay	long	Delayed
2	WN	ALB	very_long	very_long	very_long	Delayed
2	WN	CRP	very_long	medium	medium	Delayed
2	WN	MDW	nan	nan	nan	Delayed
2	WN	TPA	nan	very_long	very_long	Delayed
2	XE	DAB	very_long	medium	very_long	Delayed
2	XE	DAY	very_long	long	very_long	Delayed
2	XE	GSP	very_long	long	very_long	Delayed
2	XE	HPN	very_long	medium	very_long	Delayed
2	XE	HRL	very_long	long	very_long	Delayed
2	XE	LEX	very_long	medium	very_long	Delayed
2	XE	ROC	very_long	very_long	very_long	Delayed
2	XE	VPS	very_long	no_delay	long	Delayed
2	YV	CMH	very_long	no_delay	medium	Delayed
2	YV	DAB	very_long	very_long	very_long	Delayed
2	YV	FLG	very_long	no_delay	medium	Delayed
2	YV	ITO	very_long	no_delay	medium	Delayed
2	YV	LAN	very_long	long	long	Delayed
2	YV	LGB	very_long	long	medium	Delayed
1	9E	BGR	very_long	very_long	very_long	Delayed
1	9E	DLH	very_long	no_delay	long	Delayed
1	9E	FAR	very_long	no_delay	long	Delayed
1	9E	RST	very_long	no_delay	very_long	Delayed
1	9E	SGF	very_long	medium	very_long	Delayed
1	9E	SUX	very_long	no_delay	long	Delayed
1	9E	TLH	very_long	no_delay	long	Delayed
1	AA	ATL	very_long	very_long	very_long	Delayed
1	AA	GUC	very_long	long	long	Delayed
1	AA	PDX	very_long	very_long	very_long	Delayed
1	AA	SAT	very_long	very_long	very_long	Delayed
1	AA	SEA	very_long	very_long	very_long	Delayed
1	AA	STT	very_long	medium	medium	Delayed
1	AQ	LAS	medium	no_delay	no_delay	OnTime
1	AQ	SAN	very_long	no_delay	no_delay	Delayed
1	AQ	SMF	very_long	no_delay	short	Delayed
1	AS	ADQ	very_long	very_long	long	Delayed
1	AS	CDV	very_long	no_delay	long	Delayed
1	B6	AUS	very_long	no_delay	very_long	Delayed
1	B6	RIC	very_long	medium	very_long	Delayed
1	B6	RSW	very_long	no_delay	very_long	Delayed
1	B6	SJC	very_long	no_delay	very_long	Delayed
1	CO	MDW	very_long	medium	very_long	Delayed
1	CO	OMA	very_long	very_long	long	Delayed
1	CO	SAT	very_long	very_long	very_long	Delayed
1	DL	CAE	very_long	medium	long	Delayed
1	DL	EWR	very_long	very_long	very_long	Delayed
1	DL	LAX	nan	very_long	very_long	Delayed
1	DL	LGA	nan	very_long	very_long	Delayed
1	DL	MOB	very_long	medium	long	Delayed
1	DL	SAN	very_long	long	very_long	Delayed
1	DL	SFO	very_long	very_long	very_long	Delayed
1	EV	BQN	medium	no_delay	no_delay	OnTime
1	EV	CAK	very_long	medium	long	Delayed
1	EV	CRW	very_long	very_long	very_long	Delayed
1	EV	MHT	very_long	very_long	medium	Delayed
1	EV	MOB	very_long	very_long	very_long	Delayed
1	EV	SHV	very_long	very_long	very_long	Delayed
1	F9	LAS	very_long	long	very_long	Delayed
1	F9	OMA	very_long	medium	very_long	Delayed
1	F9	PDX	very_long	long	very_long	Delayed
1	F9	STL	very_long	short	very_long	Delayed
1	FL	BOS	very_long	medium	very_long	Delayed
1	FL	MSP	very_long	medium	very_long	Delayed
1	FL	PBI	very_long	medium	very_long	Delayed
1	FL	SAV	very_long	no_delay	long	Delayed
1	FL	SWF	very_long	no_delay	very_long	Delayed
1	HA	LAX	very_long	no_delay	no_delay	Delayed
1	HA	SAN	very_long	no_delay	no_delay	Delayed
1	HA	SJC	very_long	no_delay	no_delay	Delayed
1	MQ	AUS	very_long	medium	very_long	Delayed
1	MQ	DBQ	very_long	long	very_long	Delayed
1	MQ	DSM	very_long	very_long	very_long	Delayed
1	MQ	SDF	very_long	very_long	very_long	Delayed
1	MQ	SNA	very_long	long	long	Delayed
1	MQ	VPS	very_long	very_long	very_long	Delayed
1	NW	BUF	very_long	short	very_long	Delayed
1	NW	EWR	very_long	very_long	very_long	Delayed
1	NW	GRR	very_long	very_long	very_long	Delayed
1	NW	HDN	very_long	long	long	Delayed
1	NW	MCI	very_long	very_long	very_long	Delayed
1	NW	MDT	no_delay	no_delay	no_delay	OnTime
1	NW	MSN	very_long	no_delay	very_long	Delayed
1	NW	MSO	very_long	no_delay	long	Delayed
1	OH	AVL	no_delay	nan	nan	OnTime
1	OH	AVP	very_long	long	very_long	Delayed
1	OH	AZO	very_long	long	long	Delayed
1	OH	MKE	very_long	medium	long	Delayed
1	OH	OMA	very_long	long	very_long	Delayed
1	OH	ORD	very_long	very_long	very_long	Delayed
1	OO	FAR	very_long	very_long	no_delay	Delayed
1	OO	MSY	very_long	long	no_delay	Delayed
1	OO	ROA	very_long	no_delay	no_delay	Delayed
1	UA	CLE	very_long	long	very_long	Delayed
1	UA	DSM	very_long	long	very_long	Delayed
1	UA	MHT	very_long	long	long	Delayed
1	UA	MSY	very_long	long	very_long	Delayed
1	UA	MTJ	long	medium	medium	OnTime
1	UA	OMA	very_long	very_long	very_long	Delayed
1	US	IND	very_long	medium	very_long	Delayed
1	US	LAS	nan	very_long	very_long	Delayed
1	US	PHX	nan	very_long	nan	Delayed
1	US	RDU	very_long	short	very_long	Delayed
1	WN	AUS	very_long	long	very_long	Delayed
1	WN	BUF	very_long	long	long	Delayed
1	WN	HOU	nan	very_long	very_long	Delayed
1	WN	IAD	very_long	no_delay	long	Delayed
1	WN	MCO	nan	very_long	very_long	Delayed
1	XE	BDL	very_long	short	very_long	Delayed
1	XE	BHM	very_long	medium	very_long	Delayed
1	XE	CLE	nan	very_long	nan	Delayed
1	XE	HPN	very_long	no_delay	very_long	Delayed
1	XE	IAH	nan	very_long	nan	Delayed
1	XE	LFT	very_long	very_long	very_long	Delayed
1	XE	PBI	very_long	long	long	Delayed
1	XE	SHV	very_long	very_long	very_long	Delayed
1	XE	TLH	very_long	medium	very_long	Delayed
1	YV	CAE	very_long	long	long	Delayed
1	YV	DAB	very_long	long	long	Delayed
1	YV	DSM	very_long	medium	long	Delayed
1	YV	FSD	very_long	medium	long	Delayed
1	YV	IAD	nan	very_long	very_long	Delayed
1	YV	MDT	very_long	medium	very_long	Delayed
1	YV	MLI	very_long	medium	medium	Delayed
1	YV	MSP	very_long	no_delay	medium	Delayed
1	YV	PWM	very_long	no_delay	medium	Delayed
12	AA	BDL	very_long	long	long	Delayed
12	AA	DCA	nan	very_long	very_long	Delayed
12	AA	IND	very_long	very_long	very_long	Delayed
12	AA	PBI	very_long	very_long	very_long	Delayed
12	AQ	OAK	very_long	no_delay	medium	Delayed
12	AS	DEN	very_long	very_long	very_long	Delayed
12	B6	CLT	very_long	very_long	very_long	Delayed
12	B6	SYR	very_long	no_delay	very_long	Delayed
12	CO	EWR	nan	very_long	nan	Delayed
12	CO	SJC	very_long	long	very_long	Delayed
12	DL	DAB	very_long	no_delay	long	Delayed
12	DL	EGE	long	no_delay	medium	OnTime
12	DL	HNL	very_long	medium	very_long	Delayed
12	DL	MCO	nan	very_long	very_long	Delayed
12	DL	MIA	very_long	long	very_long	Delayed
12	DL	OGG	very_long	no_delay	long	Delayed
12	DL	PHF	very_long	short	medium	Delayed
12	DL	PIT	very_long	medium	long	Delayed
12	DL	SYR	long	medium	medium	OnTime
12	EV	CAK	very_long	no_delay	long	Delayed
12	EV	DAY	very_long	no_delay	long	Delayed
12	EV	ISP	very_long	no_delay	long	Delayed
12	EV	LAS	very_long	medium	very_long	Delayed
12	EV	MKE	very_long	long	long	Delayed
12	EV	PIT	very_long	medium	medium	Delayed
12	F9	AUS	very_long	long	very_long	Delayed
12	F9	DAY	very_long	long	very_long	Delayed
12	F9	SEA	very_long	very_long	very_long	Delayed
12	MQ	AMA	very_long	very_long	long	Delayed
12	MQ	DAY	very_long	long	very_long	Delayed
12	MQ	ORF	very_long	medium	very_long	Delayed
12	MQ	VPS	very_long	very_long	very_long	Delayed
12	NW	ABQ	very_long	very_long	very_long	Delayed
12	NW	CVG	very_long	no_delay	long	Delayed
12	NW	DEN	very_long	very_long	very_long	Delayed
12	NW	IAH	very_long	medium	very_long	Delayed
12	NW	JFK	very_long	very_long	very_long	Delayed
12	NW	RIC	very_long	no_delay	very_long	Delayed
12	NW	ROC	very_long	short	very_long	Delayed
12	OH	DTW	very_long	very_long	very_long	Delayed
12	OH	MDT	very_long	medium	long	Delayed
12	OH	PWM	very_long	very_long	long	Delayed
12	OH	STL	very_long	long	long	Delayed
12	OO	COS	nan	very_long	very_long	Delayed
12	OO	DRO	very_long	long	long	Delayed
12	OO	GRB	very_long	no_delay	no_delay	Delayed
12	OO	IND	very_long	no_delay	no_delay	Delayed
12	OO	PIA	very_long	medium	no_delay	Delayed
12	OO	PSP	very_long	very_long	long	Delayed
12	OO	RAP	very_long	medium	very_long	Delayed
12	OO	ROA	very_long	no_delay	no_delay	Delayed
12	OO	SDF	very_long	no_delay	no_delay	Delayed
12	OO	TUS	very_long	very_long	no_delay	Delayed
12	OO	TVC	very_long	no_delay	very_long	Delayed
12	TZ	OAK	very_long	no_delay	very_long	Delayed
12	TZ	OGG	very_long	no_delay	very_long	Delayed
12	UA	DAY	very_long	no_delay	long	Delayed
12	UA	DCA	very_long	long	very_long	Delayed
12	UA	MCI	very_long	short	very_long	Delayed
12	UA	TUL	very_long	no_delay	long	Delayed
12	US	AUS	very_long	long	long	Delayed
12	US	ONT	very_long	long	very_long	Delayed
12	US	SLC	very_long	very_long	very_long	Delayed
12	XE	BGR	very_long	medium	very_long	Delayed
12	XE	DAL	very_long	very_long	very_long	Delayed
12	XE	GPT	very_long	very_long	very_long	Delayed
12	XE	LIT	very_long	long	very_long	Delayed
12	XE	MEM	very_long	very_long	very_long	Delayed
12	XE	MLU	very_long	medium	long	Delayed
12	YV	ABQ	long	no_delay	medium	OnTime
12	YV	BMI	very_long	no_delay	very_long	Delayed
12	YV	BUF	very_long	no_delay	very_long	Delayed
12	YV	KOA	very_long	no_delay	medium	Delayed
12	YV	MYR	very_long	medium	long	Delayed
12	YV	PIT	very_long	no_delay	long	Delayed
12	YV	PVD	very_long	no_delay	medium	Delayed
12	YV	SNA	very_long	no_delay	no_delay	Delayed
11	NW	SNA	very_long	short	very_long	Delayed
11	OH	ABE	very_long	long	very_long	Delayed
11	OH	MDW	very_long	very_long	medium	Delayed
11	OH	SYR	very_long	no_delay	long	Delayed
11	OO	DRO	very_long	no_delay	no_delay	Delayed
11	OO	IAH	very_long	long	no_delay	Delayed
11	OO	MSP	very_long	no_delay	no_delay	Delayed
11	UA	DFW	very_long	very_long	very_long	Delayed
11	UA	DTW	very_long	long	very_long	Delayed
11	UA	STT	no_delay	no_delay	no_delay	OnTime
11	US	CLT	nan	very_long	nan	Delayed
11	US	DTW	very_long	medium	very_long	Delayed
11	US	IND	very_long	short	very_long	Delayed
11	US	ONT	very_long	no_delay	very_long	Delayed
11	US	PHX	nan	very_long	very_long	Delayed
11	US	SLC	very_long	medium	long	Delayed
11	WN	ELP	very_long	long	very_long	Delayed
11	WN	PIT	very_long	long	very_long	Delayed
11	XE	ABE	very_long	no_delay	medium	Delayed
11	XE	BRO	very_long	long	very_long	Delayed
11	XE	ICT	very_long	long	very_long	Delayed
11	XE	JAX	very_long	short	very_long	Delayed
11	XE	LEX	very_long	long	very_long	Delayed
11	YV	CAE	very_long	medium	long	Delayed
11	YV	CID	very_long	no_delay	medium	Delayed
11	YV	DEN	very_long	very_long	very_long	Delayed
11	YV	ILM	very_long	long	medium	Delayed
11	YV	LIH	very_long	no_delay	medium	Delayed
11	YV	MHT	very_long	medium	long	Delayed
11	YV	OGG	very_long	no_delay	long	Delayed
11	YV	PWM	very_long	long	medium	Delayed
11	YV	SRQ	very_long	no_delay	long	Delayed
11	AA	LGA	nan	very_long	nan	Delayed
11	AA	ONT	very_long	very_long	very_long	Delayed
11	AA	PBI	very_long	long	long	Delayed
11	AA	SMF	very_long	very_long	very_long	Delayed
11	AA	STX	very_long	no_delay	medium	Delayed
11	AA	TPA	very_long	very_long	very_long	Delayed
11	AQ	SMF	very_long	no_delay	no_delay	Delayed
11	AS	BUR	very_long	long	very_long	Delayed
11	CO	MIA	very_long	long	very_long	Delayed
11	CO	MYR	very_long	no_delay	very_long	Delayed
11	DL	AUS	very_long	short	very_long	Delayed
11	DL	MOB	very_long	short	very_long	Delayed
11	DL	ORD	very_long	medium	very_long	Delayed
11	DL	RNO	very_long	no_delay	very_long	Delayed
11	EV	AEX	very_long	very_long	very_long	Delayed
11	EV	BQK	very_long	long	very_long	Delayed
11	EV	BUF	very_long	long	long	Delayed
11	EV	ICT	very_long	very_long	very_long	Delayed
11	EV	JFK	very_long	long	long	Delayed
11	EV	MSN	very_long	long	long	Delayed
11	EV	PSP	very_long	long	medium	Delayed
11	EV	XNA	very_long	medium	very_long	Delayed
11	F9	DEN	nan	very_long	very_long	Delayed
11	F9	PHL	very_long	no_delay	long	Delayed
11	F9	SNA	very_long	short	very_long	Delayed
11	FL	BUF	very_long	no_delay	very_long	Delayed
11	FL	CLT	very_long	medium	very_long	Delayed
11	FL	LAX	very_long	no_delay	very_long	Delayed
11	FL	LGA	nan	long	very_long	Delayed
11	MQ	AUS	very_long	medium	very_long	Delayed
11	MQ	BUF	very_long	medium	long	Delayed
11	MQ	CRP	very_long	very_long	very_long	Delayed
11	MQ	GRR	very_long	medium	very_long	Delayed
11	MQ	GSP	very_long	very_long	very_long	Delayed
11	MQ	JAX	very_long	long	long	Delayed
11	MQ	ORF	very_long	medium	very_long	Delayed
11	MQ	SPS	very_long	very_long	long	Delayed
11	NW	BIS	very_long	no_delay	very_long	Delayed
11	NW	MCI	very_long	long	very_long	Delayed
11	NW	OMA	very_long	no_delay	very_long	Delayed
10	AA	BWI	very_long	very_long	very_long	Delayed
10	AA	IND	very_long	very_long	very_long	Delayed
10	AA	LAS	very_long	very_long	very_long	Delayed
10	AA	LGA	nan	very_long	nan	Delayed
10	AA	MCO	nan	very_long	very_long	Delayed
10	AS	ADK	very_long	no_delay	short	Delayed
10	AS	OTZ	very_long	long	long	Delayed
10	B6	CMH	very_long	no_delay	very_long	Delayed
10	B6	PBI	very_long	no_delay	very_long	Delayed
10	B6	RSW	very_long	no_delay	very_long	Delayed
10	B6	SMF	very_long	no_delay	very_long	Delayed
10	CO	IAH	nan	very_long	nan	Delayed
10	CO	MSP	very_long	long	very_long	Delayed
10	CO	RSW	very_long	long	very_long	Delayed
10	DL	ICT	very_long	short	very_long	Delayed
10	DL	OMA	very_long	no_delay	long	Delayed
10	EV	ALB	very_long	very_long	very_long	Delayed
10	EV	CHO	very_long	very_long	very_long	Delayed
10	EV	GPT	very_long	very_long	very_long	Delayed
10	EV	PIA	very_long	very_long	very_long	Delayed
10	EV	RNO	very_long	long	medium	Delayed
10	F9	IAH	very_long	long	very_long	Delayed
10	FL	ICT	very_long	no_delay	very_long	Delayed
10	FL	MKE	very_long	no_delay	very_long	Delayed
10	FL	MSY	very_long	no_delay	very_long	Delayed
10	FL	RDU	very_long	no_delay	very_long	Delayed
10	HA	OGG	very_long	no_delay	medium	Delayed
10	HA	SJC	very_long	no_delay	no_delay	Delayed
10	MQ	CHA	very_long	short	very_long	Delayed
10	MQ	CLE	very_long	very_long	very_long	Delayed
10	MQ	CMH	nan	very_long	very_long	Delayed
10	MQ	IND	very_long	very_long	very_long	Delayed
10	MQ	OKC	very_long	very_long	very_long	Delayed
10	MQ	ROC	very_long	long	very_long	Delayed
10	MQ	SGF	very_long	very_long	very_long	Delayed
10	NW	EWR	very_long	very_long	very_long	Delayed
10	NW	GRR	very_long	long	very_long	Delayed
10	NW	MCI	very_long	short	very_long	Delayed
10	NW	PHL	very_long	very_long	very_long	Delayed
10	OH	DTW	very_long	very_long	very_long	Delayed
10	OH	JAN	very_long	no_delay	long	Delayed
10	OH	PVD	very_long	no_delay	long	Delayed
10	OH	TYS	very_long	very_long	very_long	Delayed
10	OO	CIC	very_long	no_delay	no_delay	Delayed
10	OO	EUG	very_long	very_long	long	Delayed
10	OO	OKC	very_long	no_delay	medium	Delayed
10	OO	SFO	nan	very_long	nan	Delayed
10	OO	TYS	very_long	medium	no_delay	Delayed
10	UA	BOI	very_long	no_delay	very_long	Delayed
10	UA	DFW	very_long	very_long	very_long	Delayed
10	UA	IAD	nan	long	very_long	Delayed
10	US	BOS	nan	long	very_long	Delayed
10	US	DCA	nan	long	very_long	Delayed
10	US	DFW	very_long	medium	very_long	Delayed
10	WN	MCI	nan	very_long	very_long	Delayed
10	WN	PVD	very_long	very_long	very_long	Delayed
10	XE	CHA	very_long	long	long	Delayed
10	XE	GSO	very_long	very_long	very_long	Delayed
10	XE	ICT	very_long	very_long	very_long	Delayed
10	XE	MCO	long	no_delay	no_delay	OnTime
10	XE	MIA	very_long	no_delay	long	Delayed
10	XE	SYR	very_long	very_long	very_long	Delayed
10	XE	VPS	very_long	very_long	very_long	Delayed
10	YV	CLD	very_long	no_delay	medium	Delayed
10	YV	CLT	nan	very_long	very_long	Delayed
10	YV	CMH	long	no_delay	no_delay	OnTime
10	YV	DRO	very_long	long	medium	Delayed
10	YV	LGA	very_long	no_delay	very_long	Delayed
10	YV	MHT	very_long	no_delay	medium	Delayed
10	YV	MLI	very_long	no_delay	no_delay	Delayed
9	AA	HSV	very_long	long	long	Delayed
9	AA	MFE	very_long	long	very_long	Delayed
9	AA	ONT	very_long	very_long	very_long	Delayed
9	AA	SFO	nan	very_long	very_long	Delayed
9	B6	BTV	very_long	no_delay	very_long	Delayed
9	B6	BUF	very_long	very_long	very_long	Delayed
9	B6	LAS	very_long	no_delay	very_long	Delayed
9	CO	DFW	very_long	long	very_long	Delayed
9	DL	CHS	very_long	long	very_long	Delayed
9	DL	FAI	no_delay	nan	nan	OnTime
9	DL	HOU	very_long	medium	very_long	Delayed
9	DL	JAX	very_long	no_delay	very_long	Delayed
9	DL	PDX	very_long	long	very_long	Delayed
9	DL	PHX	very_long	long	very_long	Delayed
9	DL	SRQ	very_long	short	very_long	Delayed
9	EV	ABY	very_long	very_long	very_long	Delayed
9	EV	CAE	very_long	very_long	very_long	Delayed
9	EV	HSV	very_long	very_long	very_long	Delayed
9	EV	ISP	very_long	very_long	very_long	Delayed
9	EV	MSO	no_delay	no_delay	no_delay	OnTime
9	EV	PHX	medium	no_delay	medium	OnTime
9	EV	PIT	very_long	very_long	very_long	Delayed
9	EV	PNS	very_long	very_long	long	Delayed
9	F9	SJC	very_long	no_delay	long	Delayed
9	F9	TPA	long	medium	no_delay	OnTime
9	FL	DCA	very_long	medium	very_long	Delayed
9	FL	RSW	very_long	no_delay	very_long	Delayed
9	MQ	IAD	very_long	long	very_long	Delayed
9	MQ	MCO	no_delay	no_delay	no_delay	OnTime
9	MQ	OKC	very_long	very_long	very_long	Delayed
9	MQ	SBA	very_long	long	very_long	Delayed
9	NW	EWR	very_long	very_long	very_long	Delayed
9	NW	MOT	very_long	no_delay	long	Delayed
9	NW	RST	medium	no_delay	short	OnTime
9	OH	ATW	very_long	medium	medium	Delayed
9	OH	BGR	very_long	very_long	very_long	Delayed
9	OH	HTS	very_long	medium	long	Delayed
9	OH	LIT	very_long	medium	long	Delayed
9	OH	MEM	very_long	medium	very_long	Delayed
9	OH	SGF	very_long	long	very_long	Delayed
9	OO	AUS	very_long	long	no_delay	Delayed
9	OO	CAK	long	no_delay	no_delay	OnTime
9	OO	MFR	very_long	long	long	Delayed
9	OO	MOD	very_long	no_delay	long	Delayed
9	OO	RFD	very_long	no_delay	no_delay	Delayed
9	OO	RNO	very_long	no_delay	long	Delayed
9	TZ	PHX	long	no_delay	medium	OnTime
9	UA	ABQ	very_long	long	very_long	Delayed
9	UA	GSO	very_long	long	medium	Delayed
9	US	DEN	very_long	no_delay	very_long	Delayed
9	US	MKE	very_long	no_delay	medium	Delayed
9	WN	RNO	very_long	medium	very_long	Delayed
9	WN	SAT	very_long	long	very_long	Delayed
9	XE	ALB	very_long	medium	very_long	Delayed
9	XE	AVL	very_long	medium	long	Delayed
9	XE	BTV	very_long	medium	very_long	Delayed
9	XE	BWI	very_long	medium	very_long	Delayed
